churn,age,gender,dependents,prod_ct,mo_on_book,mo_inactive_r12,contr_ct_r12,revbal_avg_r12,credlim_avg_r12,opentobuy_avg_r12,utilratio_avg,tx_amt_r12,tx_ct_r12,chng_tx_amt_q4_q1,chng_tx_ct_q4_q1,marstat_Divorced,marstat_Married,marstat_Single,marstat_Unknown,card_Blue,card_Gold,card_Platinum,card_Silver,educ,inc,tx_amt_pertx_r12
0,43,0,2,3,36,3,3,1759.0,20156.0,18397.0,0.087,1362.0,28,0.476,0.556,0,1,0,0,1,0,0,0,4,0,48.642857142857146
0,39,1,2,4,35,3,2,2517.0,7410.0,4893.0,0.34,2398.0,37,1.924,1.176,0,1,0,0,1,0,0,0,2,3,64.8108108108108
0,53,1,3,3,44,2,3,2082.0,12163.0,10081.0,0.171,2649.0,56,1.554,0.697,0,1,0,0,1,0,0,0,3,5,47.30357142857143
0,44,1,3,3,37,2,3,0.0,6224.0,6224.0,0.0,1463.0,34,0.738,0.889,0,1,0,0,1,0,0,0,0,3,43.029411764705884
0,59,1,0,3,49,3,3,1095.0,4250.0,3155.0,0.258,1174.0,27,0.947,0.8,0,1,0,0,1,0,0,0,2,1,43.48148148148148
0,53,0,3,6,40,3,1,1978.0,12059.0,10081.0,0.164,1836.0,36,0.877,0.895,0,1,0,0,1,0,0,0,3,0,51.0
0,34,0,3,5,28,1,3,1762.0,2799.0,1037.0,0.63,1817.0,39,0.986,0.56,0,1,0,0,1,0,0,0,0,2,46.58974358974359
0,47,1,4,3,36,1,1,0.0,18037.0,18037.0,0.0,1387.0,36,0.74,0.333,0,0,1,0,1,0,0,0,5,4,38.52777777777778
0,54,1,2,3,43,2,3,1719.0,5657.0,3938.0,0.304,2028.0,55,0.606,0.667,0,1,0,0,1,0,0,0,2,5,36.872727272727275
0,42,0,2,6,33,1,1,2517.0,13770.0,11253.0,0.183,1582.0,36,0.788,0.385,0,1,0,0,1,0,0,0,3,0,43.94444444444444
0,53,0,3,6,44,2,3,1730.0,4646.0,2916.0,0.372,1774.0,37,0.683,0.85,0,1,0,0,1,0,0,0,2,1,47.945945945945944
0,50,1,2,3,35,3,1,1521.0,2514.0,993.0,0.605,1636.0,36,0.638,0.385,0,0,1,0,1,0,0,0,3,4,45.44444444444444
1,56,1,0,3,51,2,3,0.0,14501.0,14501.0,0.0,1031.0,25,0.854,0.389,0,1,0,0,1,0,0,0,2,4,41.24
1,43,1,3,1,36,3,3,288.0,8663.0,8375.0,0.033,916.0,33,0.639,0.32,0,1,0,0,1,0,0,0,1,3,27.757575757575758
0,44,0,4,5,36,3,3,1485.0,2333.0,848.0,0.637,1198.0,31,0.692,0.722,1,0,0,0,1,0,0,0,1,1,38.645161290322584
0,34,0,4,5,26,5,3,1539.0,3038.0,1499.0,0.507,2189.0,54,0.707,0.688,1,0,0,0,1,0,0,0,3,2,40.53703703703704
0,61,1,1,6,52,6,1,0.0,8851.0,8851.0,0.0,1257.0,36,0.731,0.44,0,0,0,1,1,0,0,0,3,4,34.916666666666664
0,54,0,0,6,44,3,1,2206.0,2945.0,739.0,0.749,1503.0,35,0.983,0.842,0,1,0,0,1,0,0,0,0,1,42.94285714285714
0,49,0,3,3,40,3,2,0.0,5267.0,5267.0,0.0,1353.0,24,0.442,0.263,1,0,0,0,1,0,0,0,1,0,56.375
1,56,1,3,2,45,1,3,0.0,8512.0,8512.0,0.0,811.0,27,1.038,1.25,0,0,1,0,1,0,0,0,1,3,30.037037037037038
0,47,1,1,4,36,3,2,1714.0,19063.0,17349.0,0.09,1270.0,21,0.786,0.615,0,1,0,0,1,0,0,0,3,3,60.476190476190474
0,53,1,4,5,33,3,3,1177.0,5376.0,4199.0,0.219,1840.0,53,0.939,0.606,0,0,1,0,1,0,0,0,3,4,34.716981132075475
0,30,0,0,5,13,1,2,1890.0,7772.0,5882.0,0.243,2585.0,75,0.754,0.829,1,0,0,0,1,0,0,0,3,0,34.46666666666667
0,39,0,2,6,29,1,1,2047.0,9173.0,7126.0,0.223,1807.0,33,1.419,0.737,0,1,0,0,1,0,0,0,1,2,54.75757575757576
0,44,1,2,4,35,1,3,1726.0,34516.0,32790.0,0.05,1729.0,52,0.867,0.677,0,1,0,0,0,0,0,1,3,4,33.25
0,54,0,3,5,36,1,2,1542.0,11975.0,10433.0,0.129,1211.0,35,0.77,0.4,0,0,1,0,1,0,0,0,0,0,34.6
0,46,1,2,3,36,2,3,1691.0,15405.0,13714.0,0.11,1763.0,44,0.814,0.189,0,1,0,0,1,0,0,0,3,3,40.06818181818182
0,43,1,3,6,38,1,1,0.0,2615.0,2615.0,0.0,1395.0,34,0.589,0.259,0,0,1,0,1,0,0,0,0,2,41.029411764705884
0,35,1,1,6,25,1,2,2307.0,23991.0,21684.0,0.096,1843.0,43,0.912,0.72,0,1,0,0,1,0,0,0,1,4,42.86046511627907
0,39,0,4,4,31,3,3,1292.0,1888.0,596.0,0.684,1517.0,33,0.772,1.357,0,1,0,0,1,0,0,0,2,1,45.96969696969697
0,61,0,1,3,54,2,2,2091.0,3102.0,1011.0,0.674,1977.0,50,0.704,1.0,0,1,0,0,1,0,0,0,3,1,39.54
0,40,0,3,5,29,2,2,2517.0,3170.0,653.0,0.794,2027.0,49,1.301,0.815,1,0,0,0,1,0,0,0,3,1,41.36734693877551
0,53,1,3,6,36,2,0,1901.0,34516.0,32615.0,0.055,1497.0,43,0.914,1.15,0,0,1,0,1,0,0,0,2,5,34.81395348837209
0,55,1,2,4,41,3,2,0.0,14938.0,14938.0,0.0,1134.0,31,0.49,0.632,0,1,0,0,1,0,0,0,0,5,36.58064516129032
0,41,1,2,6,24,2,2,2310.0,17298.0,14988.0,0.134,3663.0,65,0.844,0.806,0,0,1,0,1,0,0,0,0,3,56.353846153846156
0,35,1,2,4,36,3,3,629.0,3131.0,2502.0,0.201,1483.0,31,0.749,0.632,0,1,0,0,1,0,0,0,0,1,47.83870967741935
0,61,1,1,3,47,2,2,1631.0,11915.0,10284.0,0.137,1956.0,63,0.748,0.537,0,0,1,0,1,0,0,0,0,2,31.047619047619047
1,51,1,2,3,39,3,1,0.0,16868.0,16868.0,0.0,940.0,25,0.938,0.471,0,0,1,0,1,0,0,0,0,5,37.6
0,42,1,3,4,35,3,3,1900.0,3266.0,1366.0,0.582,2183.0,56,1.568,0.75,0,0,1,0,1,0,0,0,1,2,38.982142857142854
0,46,1,2,3,30,3,3,1286.0,2770.0,1484.0,0.464,2920.0,74,1.068,0.721,1,0,0,0,1,0,0,0,0,4,39.45945945945946
0,46,0,4,3,40,2,2,2172.0,3556.0,1384.0,0.611,1221.0,41,0.402,0.708,0,0,1,0,1,0,0,0,1,1,29.78048780487805
0,46,1,4,3,35,2,2,1566.0,9149.0,7583.0,0.171,1790.0,60,0.971,0.765,0,1,0,0,1,0,0,0,0,2,29.833333333333332
0,26,1,0,4,19,1,2,0.0,1438.3,1438.3,0.0,2005.0,47,0.472,0.469,0,0,1,0,1,0,0,0,3,0,42.659574468085104
0,46,1,3,4,35,3,3,1635.0,14701.0,13066.0,0.111,3490.0,69,0.618,0.533,0,1,0,0,1,0,0,0,1,3,50.57971014492754
0,62,1,1,5,44,2,2,962.0,14825.0,13863.0,0.065,1904.0,49,0.76,0.531,0,1,0,0,1,0,0,0,3,3,38.857142857142854
0,55,1,2,4,49,5,3,1873.0,10127.0,8254.0,0.185,1647.0,53,0.573,0.472,1,0,0,0,1,0,0,0,0,3,31.07547169811321
0,55,1,2,5,45,1,2,2431.0,2929.0,498.0,0.83,1903.0,39,1.632,0.625,0,1,0,0,1,0,0,0,2,4,48.794871794871796
0,32,1,0,5,24,2,0,1176.0,3735.0,2559.0,0.315,1564.0,41,1.184,0.708,0,1,0,0,1,0,0,0,1,2,38.146341463414636
0,37,0,4,5,18,1,2,2024.0,2930.0,906.0,0.691,1686.0,34,0.903,0.7,0,1,0,0,1,0,0,0,0,1,49.588235294117645
0,33,0,4,6,29,2,3,1496.0,12716.0,11220.0,0.118,2412.0,64,1.032,0.6,0,0,1,0,1,0,0,0,1,0,37.6875
0,42,1,2,5,32,2,2,1805.0,22120.0,20315.0,0.082,3981.0,65,0.65,0.667,0,1,0,0,1,0,0,0,2,4,61.246153846153845
0,33,1,2,3,22,3,3,681.0,1438.3,757.3,0.473,2730.0,48,1.542,0.778,0,1,0,0,1,0,0,0,4,4,56.875
0,60,0,0,3,36,2,2,0.0,4546.0,4546.0,0.0,1361.0,34,0.66,0.308,0,0,1,0,1,0,0,0,1,0,40.029411764705884
1,65,1,1,3,47,2,1,0.0,1759.0,1759.0,0.0,821.0,18,1.058,0.5,0,1,0,0,1,0,0,0,1,1,45.611111111111114
1,57,1,1,3,36,3,3,2418.0,4829.0,2411.0,0.501,938.0,21,0.601,0.4,0,1,0,0,1,0,0,0,3,4,44.666666666666664
0,59,0,0,5,47,3,2,1678.0,7692.0,6014.0,0.218,1861.0,42,1.423,0.5,0,1,0,0,1,0,0,0,0,1,44.30952380952381
0,45,0,5,4,39,3,2,1208.0,2156.0,948.0,0.56,1345.0,28,0.569,0.647,0,1,0,0,1,0,0,0,3,1,48.035714285714285
0,62,1,1,6,36,3,3,1669.0,9521.0,7852.0,0.175,2444.0,63,1.308,0.4,0,1,0,0,1,0,0,0,0,3,38.79365079365079
0,51,1,2,6,41,3,2,2517.0,26714.0,24197.0,0.094,1686.0,50,0.758,0.724,0,0,1,0,1,0,0,0,2,5,33.72
0,57,1,2,6,47,2,3,1387.0,2092.0,705.0,0.663,1468.0,30,0.731,0.304,0,1,0,0,1,0,0,0,3,4,48.93333333333333
0,38,0,3,4,32,2,1,2072.0,11594.0,9522.0,0.179,2320.0,51,0.983,0.594,0,1,0,0,1,0,0,0,1,0,45.490196078431374
0,32,0,0,6,19,1,0,1418.0,2834.0,1416.0,0.5,1598.0,39,1.458,0.773,0,1,0,0,1,0,0,0,3,1,40.97435897435897
0,43,0,4,4,37,3,2,2056.0,4724.0,2668.0,0.435,1232.0,31,0.423,0.55,0,1,0,0,1,0,0,0,3,1,39.74193548387097
0,51,0,0,6,47,4,3,1151.0,3049.0,1898.0,0.378,4027.0,76,0.533,0.52,1,0,0,0,1,0,0,0,0,1,52.98684210526316
0,50,1,2,4,36,3,1,0.0,20614.0,20614.0,0.0,1922.0,48,0.926,0.6,1,0,0,0,1,0,0,0,0,4,40.041666666666664
0,64,0,0,6,54,1,2,1992.0,3250.0,1258.0,0.613,1355.0,36,0.715,0.565,0,1,0,0,1,0,0,0,0,0,37.638888888888886
0,53,0,1,3,36,1,2,2517.0,3128.0,611.0,0.805,2361.0,42,0.696,0.826,0,1,0,0,1,0,0,0,5,1,56.214285714285715
1,42,1,2,2,30,2,3,0.0,6414.0,6414.0,0.0,708.0,14,0.718,0.4,0,0,1,0,1,0,0,0,0,3,50.57142857142857
0,53,1,3,6,34,3,0,0.0,2506.0,2506.0,0.0,1687.0,62,0.598,0.59,0,0,1,0,1,0,0,0,3,4,27.20967741935484
0,52,0,4,6,47,2,3,2338.0,7469.0,5131.0,0.313,1212.0,33,0.441,0.32,0,0,1,0,1,0,0,0,1,0,36.72727272727273
0,60,0,2,4,36,3,2,2517.0,3460.0,943.0,0.727,1752.0,34,1.144,1.125,0,1,0,0,1,0,0,0,1,1,51.529411764705884
0,30,1,1,5,19,3,2,2377.0,9959.0,7582.0,0.239,1560.0,39,1.1,0.696,0,1,0,0,1,0,0,0,3,4,40.0
0,43,0,3,4,39,1,2,2517.0,4175.0,1658.0,0.603,1520.0,36,0.551,0.44,0,1,0,0,1,0,0,0,0,1,42.22222222222222
0,60,1,1,3,48,1,3,2073.0,10264.0,8191.0,0.202,1685.0,45,0.62,0.364,0,1,0,0,1,0,0,0,0,3,37.44444444444444
0,46,1,2,4,36,3,3,0.0,4129.0,4129.0,0.0,1678.0,40,0.96,1.0,0,0,1,0,1,0,0,0,1,2,41.95
0,65,0,2,6,45,2,2,1514.0,2658.0,1144.0,0.57,1627.0,26,1.193,1.0,0,1,0,0,1,0,0,0,1,2,62.57692307692308
0,44,0,2,4,33,2,3,1240.0,4589.0,3349.0,0.27,1637.0,61,0.856,0.906,0,0,1,0,1,0,0,0,2,2,26.83606557377049
0,56,0,2,6,36,1,2,1035.0,2781.0,1746.0,0.372,1707.0,42,0.816,1.211,0,1,0,0,1,0,0,0,2,1,40.642857142857146
0,45,0,4,4,39,3,2,836.0,24880.0,24044.0,0.034,1208.0,25,0.701,1.083,0,1,0,0,1,0,0,0,1,0,48.32
0,37,1,3,6,31,1,2,1956.0,8504.0,6548.0,0.23,1881.0,51,0.963,0.417,0,0,0,1,1,0,0,0,3,2,36.88235294117647
0,48,1,2,5,39,1,3,1996.0,8091.0,6095.0,0.247,1360.0,28,0.646,0.647,0,1,0,0,1,0,0,0,1,4,48.57142857142857
0,37,0,4,4,30,4,3,2517.0,3417.0,900.0,0.737,1641.0,32,0.992,0.882,0,1,0,0,1,0,0,0,2,2,51.28125
0,39,1,1,4,22,3,3,845.0,9204.0,8359.0,0.092,1820.0,58,0.673,0.611,0,0,1,0,1,0,0,0,0,3,31.379310344827587
0,41,1,2,5,32,2,3,2097.0,14302.0,12205.0,0.147,1505.0,35,0.407,0.591,0,1,0,0,1,0,0,0,3,5,43.0
0,55,0,2,5,45,2,0,2517.0,3187.0,670.0,0.79,1627.0,38,1.144,0.652,0,1,0,0,1,0,0,0,1,1,42.81578947368421
0,34,1,1,5,36,3,2,782.0,6313.0,5531.0,0.124,1703.0,34,0.931,0.889,0,1,0,0,1,0,0,0,3,4,50.088235294117645
0,52,1,2,6,47,1,3,1024.0,15904.0,14880.0,0.064,1433.0,33,0.369,0.5,0,0,1,0,1,0,0,0,0,4,43.42424242424242
0,54,0,0,6,39,2,3,2288.0,11696.0,9408.0,0.196,2445.0,60,0.973,0.765,0,0,1,0,0,0,0,1,4,1,40.75
0,40,1,3,5,36,3,2,1832.0,20371.0,18539.0,0.09,1665.0,45,0.907,0.8,0,1,0,0,1,0,0,0,4,4,37.0
0,52,1,0,3,41,3,1,1043.0,34516.0,33473.0,0.03,1489.0,38,0.562,0.357,0,1,0,0,0,0,0,1,1,5,39.18421052631579
0,45,1,3,3,33,1,3,0.0,7552.0,7552.0,0.0,1393.0,32,0.463,0.455,0,0,1,0,1,0,0,0,3,3,43.53125
0,61,1,0,5,53,1,2,1434.0,5561.0,4127.0,0.258,1820.0,42,1.423,0.826,0,1,0,0,1,0,0,0,4,2,43.333333333333336
0,57,0,2,6,52,3,2,0.0,1441.0,1441.0,0.0,2742.0,58,1.364,0.758,0,1,0,0,1,0,0,0,1,1,47.275862068965516
0,51,1,2,6,33,2,2,1014.0,19715.0,18701.0,0.051,1979.0,40,1.437,0.667,0,0,0,1,1,0,0,0,0,5,49.475
0,60,1,1,5,52,3,2,1464.0,2486.0,1022.0,0.589,1378.0,27,0.731,0.421,0,0,1,0,1,0,0,0,0,1,51.03703703703704
0,48,0,2,5,44,1,3,2439.0,4570.0,2131.0,0.534,1520.0,34,0.693,0.7,0,1,0,0,1,0,0,0,2,1,44.705882352941174
0,34,1,0,3,13,3,2,1394.0,3870.0,2476.0,0.36,1588.0,36,0.827,0.714,0,1,0,0,1,0,0,0,1,2,44.111111111111114
0,49,1,4,6,36,3,2,661.0,12938.0,12277.0,0.051,1282.0,32,0.725,0.778,0,1,0,0,1,0,0,0,1,3,40.0625
0,53,1,3,3,36,1,3,1796.0,21178.0,19382.0,0.085,1872.0,59,1.182,1.107,0,1,0,0,1,0,0,0,1,5,31.728813559322035
0,34,1,2,3,36,2,0,1136.0,12182.0,11046.0,0.093,2295.0,63,0.753,0.5,0,0,1,0,1,0,0,0,0,4,36.42857142857143
0,54,1,2,6,42,2,0,0.0,3583.0,3583.0,0.0,1065.0,28,1.088,1.545,0,1,0,0,1,0,0,0,3,3,38.035714285714285
0,40,1,3,4,27,2,3,0.0,17018.0,17018.0,0.0,1550.0,47,0.69,0.621,0,0,1,0,1,0,0,0,3,5,32.97872340425532
0,49,0,5,6,41,3,2,2245.0,16031.0,13786.0,0.14,1527.0,57,0.635,0.462,0,0,1,0,1,0,0,0,2,0,26.789473684210527
1,41,0,4,6,36,2,3,2517.0,4203.0,1686.0,0.599,1489.0,43,0.771,0.536,0,0,1,0,1,0,0,0,1,1,34.627906976744185
0,46,1,3,5,36,1,3,997.0,4213.0,3216.0,0.237,1264.0,30,0.668,0.667,1,0,0,0,1,0,0,0,3,1,42.13333333333333
0,46,1,4,6,33,2,2,1180.0,21548.0,20368.0,0.055,1582.0,38,0.52,0.652,0,1,0,0,1,0,0,0,3,3,41.63157894736842
0,30,1,0,3,36,5,3,2517.0,18513.0,15996.0,0.136,1567.0,33,0.524,0.941,0,0,0,1,1,0,0,0,3,3,47.484848484848484
0,59,1,1,4,36,2,2,1372.0,2483.0,1111.0,0.553,1704.0,35,1.642,0.458,0,1,0,0,1,0,0,0,4,2,48.68571428571428
0,50,1,0,5,38,2,2,1881.0,3460.0,1579.0,0.544,1546.0,35,0.622,1.059,0,0,1,0,1,0,0,0,5,4,44.17142857142857
0,49,1,2,5,36,3,2,1790.0,6511.0,4721.0,0.275,1478.0,38,0.397,0.267,0,0,0,1,1,0,0,0,0,3,38.89473684210526
1,45,1,5,3,40,3,1,0.0,1438.3,1438.3,0.0,2132.0,31,1.23,0.107,0,0,0,1,1,0,0,0,1,3,68.7741935483871
0,53,0,1,3,36,2,2,1772.0,2615.0,843.0,0.678,1419.0,38,0.611,0.357,0,0,1,0,1,0,0,0,1,1,37.3421052631579
0,42,0,1,4,35,3,2,2355.0,2985.0,630.0,0.789,1065.0,27,0.602,0.588,0,1,0,0,1,0,0,0,5,2,39.44444444444444
0,46,1,5,5,28,1,3,2158.0,18797.0,16639.0,0.115,1364.0,40,0.446,0.538,0,1,0,0,0,0,0,1,1,2,34.1
0,33,1,1,3,22,1,3,2517.0,2859.0,342.0,0.88,2247.0,36,1.254,0.636,0,1,0,0,1,0,0,0,3,3,62.416666666666664
0,46,0,2,4,38,3,0,2245.0,2888.0,643.0,0.777,1111.0,26,0.772,0.368,0,1,0,0,1,0,0,0,3,1,42.73076923076923
0,61,1,0,4,36,3,3,1567.0,9172.0,7605.0,0.171,1836.0,42,1.451,0.75,0,1,0,0,1,0,0,0,1,3,43.714285714285715
0,42,1,5,5,34,3,2,1519.0,14281.0,12762.0,0.106,1164.0,35,0.256,0.522,0,1,0,0,1,0,0,0,0,2,33.25714285714286
0,47,0,4,3,39,2,3,1450.0,7353.0,5903.0,0.197,2005.0,54,0.739,0.459,0,0,1,0,1,0,0,0,3,1,37.129629629629626
0,47,0,2,6,36,2,2,0.0,5145.0,5145.0,0.0,1588.0,35,0.693,0.944,0,0,1,0,1,0,0,0,3,1,45.371428571428574
0,53,0,4,3,36,2,3,2472.0,4753.0,2281.0,0.52,2242.0,49,1.274,0.815,0,1,0,0,1,0,0,0,3,2,45.755102040816325
0,46,0,3,3,26,3,3,1418.0,2171.0,753.0,0.653,1415.0,45,0.505,0.406,0,0,1,0,1,0,0,0,3,1,31.444444444444443
0,26,1,0,5,36,2,3,456.0,4150.0,3694.0,0.11,2483.0,74,1.126,0.542,1,0,0,0,1,0,0,0,2,1,33.554054054054056
0,45,1,3,6,41,3,3,2477.0,9106.0,6629.0,0.272,1239.0,33,0.515,0.737,0,1,0,0,1,0,0,0,3,3,37.54545454545455
0,36,1,2,3,36,3,2,1733.0,2686.0,953.0,0.645,2057.0,53,0.706,0.71,1,0,0,0,1,0,0,0,1,2,38.81132075471698
0,42,1,3,5,38,1,2,510.0,10239.0,9729.0,0.05,1228.0,26,0.344,0.529,0,0,0,1,1,0,0,0,1,3,47.23076923076923
0,52,1,1,4,36,3,2,549.0,34516.0,33967.0,0.016,1629.0,32,0.78,0.778,0,1,0,0,1,0,0,0,3,4,50.90625
0,37,1,3,3,25,3,0,1733.0,15017.0,13284.0,0.115,2076.0,58,0.635,0.487,0,1,0,0,1,0,0,0,3,5,35.793103448275865
0,53,1,1,3,43,1,2,1530.0,4426.0,2896.0,0.346,1231.0,34,0.518,0.214,0,1,0,0,1,0,0,0,0,2,36.205882352941174
0,65,0,1,5,52,3,3,0.0,2155.0,2155.0,0.0,1655.0,27,1.423,1.25,0,1,0,0,1,0,0,0,4,2,61.2962962962963
0,47,1,1,4,34,1,3,1085.0,20620.0,19535.0,0.053,1477.0,23,1.276,0.533,0,0,0,1,1,0,0,0,0,4,64.21739130434783
0,38,1,0,3,19,1,3,2146.0,3238.0,1092.0,0.663,1501.0,45,0.673,0.667,0,1,0,0,1,0,0,0,0,3,33.355555555555554
0,52,1,2,5,46,3,0,1081.0,14316.0,13235.0,0.076,1313.0,36,0.67,0.636,0,1,0,0,1,0,0,0,1,3,36.47222222222222
0,36,1,3,5,36,3,2,1880.0,2607.0,727.0,0.721,2045.0,39,1.464,0.95,0,1,0,0,1,0,0,0,1,4,52.43589743589744
0,43,1,4,3,24,5,4,0.0,6231.0,6231.0,0.0,1448.0,30,1.054,0.875,0,1,0,0,1,0,0,0,2,3,48.266666666666666
1,38,0,3,6,30,2,2,2517.0,3730.0,1213.0,0.675,858.0,22,0.853,0.467,0,0,1,0,1,0,0,0,0,1,39.0
0,65,0,0,4,56,1,4,2266.0,3094.0,828.0,0.732,1591.0,37,0.724,0.321,0,1,0,0,1,0,0,0,3,1,43.0
1,51,0,2,2,41,2,3,916.0,6630.0,5714.0,0.138,842.0,24,0.927,0.5,0,1,0,0,1,0,0,0,5,1,35.083333333333336
1,40,1,3,2,22,2,3,0.0,1925.0,1925.0,0.0,781.0,28,0.672,0.75,1,0,0,0,1,0,0,0,3,4,27.892857142857142
0,39,1,3,4,36,2,3,1692.0,33406.0,31714.0,0.051,1529.0,30,1.242,0.875,0,0,0,1,1,0,0,0,2,4,50.96666666666667
0,39,0,1,3,30,2,3,1357.0,2917.0,1560.0,0.465,2422.0,46,1.593,0.438,0,1,0,0,1,0,0,0,3,0,52.65217391304348
0,60,1,0,3,47,3,3,2517.0,9452.0,6935.0,0.266,1825.0,50,0.73,0.613,0,1,0,0,1,0,0,0,0,3,36.5
0,43,0,2,6,29,3,2,1377.0,2162.0,785.0,0.637,1555.0,29,0.6,0.706,0,0,1,0,1,0,0,0,0,2,53.62068965517241
0,31,1,2,3,18,2,4,0.0,1438.3,1438.3,0.0,2789.0,50,1.561,1.083,0,1,0,0,1,0,0,0,0,1,55.78
0,55,1,1,4,42,2,3,1478.0,34516.0,33038.0,0.043,1308.0,41,0.967,0.414,0,0,1,0,1,0,0,0,3,5,31.902439024390244
0,65,0,1,3,54,3,3,1134.0,2888.0,1754.0,0.393,2489.0,54,1.479,0.742,0,1,0,0,1,0,0,0,2,1,46.092592592592595
0,54,0,1,3,44,3,3,1746.0,3947.0,2201.0,0.442,1110.0,21,0.478,0.4,0,1,0,0,1,0,0,0,1,1,52.857142857142854
0,40,0,1,3,31,3,4,1212.0,15970.0,14758.0,0.076,1260.0,32,0.542,0.524,0,1,0,0,1,0,0,0,1,0,39.375
0,38,0,2,4,27,1,2,0.0,1830.0,1830.0,0.0,1741.0,43,0.736,0.654,0,1,0,0,1,0,0,0,1,1,40.48837209302326
0,36,1,2,5,29,3,3,2517.0,7712.0,5195.0,0.326,1845.0,40,0.676,0.739,0,1,0,0,1,0,0,0,4,3,46.125
0,43,1,3,5,36,3,3,1425.0,20811.0,19386.0,0.068,1483.0,38,0.382,0.52,0,0,0,1,1,0,0,0,1,3,39.026315789473685
0,41,1,3,3,31,3,2,1420.0,11789.0,10369.0,0.12,1463.0,32,0.659,0.684,0,1,0,0,1,0,0,0,3,5,45.71875
0,50,1,3,3,37,1,2,1792.0,3073.0,1281.0,0.583,1734.0,35,1.099,1.188,1,0,0,0,1,0,0,0,1,5,49.542857142857144
0,48,1,3,6,36,2,2,0.0,34516.0,34516.0,0.0,1733.0,54,0.691,0.636,0,1,0,0,0,0,0,1,2,4,32.092592592592595
0,39,1,4,6,26,2,2,2517.0,34516.0,31999.0,0.073,1689.0,42,0.887,1.1,0,0,1,0,0,0,0,1,0,5,40.214285714285715
0,55,0,2,6,46,2,2,2025.0,6725.0,4700.0,0.301,1865.0,53,0.604,0.767,0,1,0,0,1,0,0,0,4,2,35.18867924528302
0,44,1,3,5,39,2,4,2134.0,2978.0,844.0,0.717,1413.0,46,0.579,0.394,0,0,0,1,1,0,0,0,3,1,30.717391304347824
1,42,1,3,1,36,1,3,781.0,34516.0,33735.0,0.023,853.0,12,0.803,0.091,0,1,0,0,1,0,0,0,3,4,71.08333333333333
0,54,1,3,3,46,1,3,854.0,34516.0,33662.0,0.025,1999.0,54,0.928,0.8,0,1,0,0,1,0,0,0,3,5,37.01851851851852
0,57,1,1,6,36,2,3,1735.0,24545.0,22810.0,0.071,1671.0,45,0.664,0.5,0,1,0,0,1,0,0,0,0,5,37.13333333333333
0,53,0,1,5,46,2,3,0.0,1438.3,1438.3,0.0,2118.0,64,0.743,0.455,0,1,0,0,1,0,0,0,0,2,33.09375
0,41,0,4,5,31,1,2,627.0,2490.0,1863.0,0.252,1391.0,45,0.345,0.364,0,0,1,0,1,0,0,0,0,1,30.91111111111111
0,39,1,1,6,24,2,4,2517.0,10074.0,7557.0,0.25,1729.0,52,0.77,0.926,0,0,1,0,1,0,0,0,3,5,33.25
0,45,1,2,3,40,3,2,954.0,2259.0,1305.0,0.422,1393.0,35,0.695,0.842,1,0,0,0,1,0,0,0,3,2,39.8
0,46,1,2,6,35,3,2,1236.0,34516.0,33280.0,0.036,1665.0,40,0.549,0.667,0,1,0,0,0,0,0,1,3,4,41.625
0,54,1,2,4,50,2,3,1936.0,9519.0,7583.0,0.203,2489.0,62,0.929,1.0,0,1,0,0,1,0,0,0,1,4,40.145161290322584
0,40,0,4,3,36,1,2,1043.0,3706.0,2663.0,0.281,1688.0,38,0.384,0.583,0,1,0,0,1,0,0,0,3,0,44.421052631578945
0,48,1,4,6,40,2,2,2472.0,4438.0,1966.0,0.557,1725.0,60,0.69,0.622,0,0,0,1,1,0,0,0,3,4,28.75
1,56,0,3,5,51,2,1,0.0,1438.3,1438.3,0.0,594.0,14,0.597,0.556,0,1,0,0,1,0,0,0,1,2,42.42857142857143
0,33,0,4,4,36,2,3,1887.0,2372.0,485.0,0.796,1852.0,55,0.8,0.618,0,1,0,0,1,0,0,0,4,2,33.67272727272727
0,44,0,4,5,34,1,2,1249.0,4214.0,2965.0,0.296,1389.0,34,0.542,0.478,0,0,1,0,1,0,0,0,3,1,40.85294117647059
0,62,0,1,3,53,1,3,0.0,1438.3,1438.3,0.0,902.0,31,0.699,0.409,0,1,0,0,1,0,0,0,4,1,29.096774193548388
0,33,0,0,4,36,2,4,1599.0,2613.0,1014.0,0.612,1387.0,31,0.749,0.722,0,1,0,0,1,0,0,0,3,0,44.74193548387097
0,36,0,3,6,26,1,4,1445.0,4331.0,2886.0,0.334,2053.0,33,1.07,1.75,0,1,0,0,1,0,0,0,1,1,62.21212121212121
0,46,1,3,5,27,1,3,1725.0,3665.0,1940.0,0.471,1881.0,55,0.495,0.618,0,0,0,1,1,0,0,0,3,4,34.2
1,61,0,0,6,49,2,3,0.0,1438.3,1438.3,0.0,840.0,20,0.94,0.818,0,1,0,0,1,0,0,0,3,1,42.0
1,41,0,2,2,28,1,3,2517.0,4411.0,1894.0,0.571,803.0,15,0.988,0.875,0,0,1,0,1,0,0,0,0,0,53.53333333333333
0,42,1,4,3,37,6,2,2086.0,15871.0,13785.0,0.131,1562.0,43,0.745,0.955,0,0,0,1,0,0,0,1,3,2,36.325581395348834
1,35,1,2,3,27,2,3,0.0,12643.0,12643.0,0.0,787.0,21,0.393,0.167,0,1,0,0,1,0,0,0,3,4,37.476190476190474
